customer_id,product_id,star_rating,verified_purchase
2138,1888,0.0,0
1375,4869,0.0,0
2278,2806,5.0,1
3833,1217,0.0,0
7554,4493,0.0,0
7585,1298,4.0,1
4731,5142,0.0,0
3606,2782,5.0,1
109,4965,0.0,0
4274,1201,0.0,0
5310,2089,0.0,0
4068,3762,0.0,0
2153,4355,0.0,0
2231,1157,0.0,0
7914,994,0.0,0
1463,667,0.0,0
5641,3134,3.0,1
6155,5781,0.0,0
4684,1214,3.0,0
4714,4922,0.0,0
2660,3796,0.0,0
6019,966,4.0,1
6968,2445,0.0,0
231,3691,0.0,0
2671,5356,0.0,0
1792,2110,5.0,1
1315,2255,0.0,0
7012,3125,0.0,0
6147,1850,0.0,0
4862,4565,0.0,0
1266,2710,4.0,1
152,4240,0.0,0
4968,1146,0.0,0
1314,5863,1.0,0
7956,4903,5.0,0
2188,4414,5.0,1
374,4925,0.0,0
4614,2643,0.0,0
6771,2556,0.0,0
1040,5251,0.0,0
7558,273,5.0,0
2606,52,0.0,0
1170,3987,0.0,0
4386,3865,0.0,0
1784,3966,0.0,0
1174,5836,0.0,0
4809,3523,0.0,0
2767,5315,0.0,0
6675,736,0.0,0
1426,225,0.0,0
7772,347,1.0,1
2245,3886,0.0,0
265,5921,0.0,0
1581,5689,5.0,1
1985,2503,0.0,0
3912,1885,5.0,1
5506,24,0.0,0
369,4830,0.0,0
1752,2097,0.0,0
7235,4740,0.0,0
7211,4277,0.0,0
7822,1928,0.0,0
6850,5446,5.0,1
6512,3507,0.0,0
6026,445,0.0,0
4376,28,0.0,0
2609,3082,5.0,1
5507,5549,1.0,0
1562,1627,0.0,0
7034,5346,0.0,0
251,1186,0.0,0
7949,1569,5.0,1
4296,2373,0.0,0
3094,2512,0.0,0
1958,5492,0.0,0
3979,823,1.0,0
7539,4051,0.0,0
4503,4919,0.0,0
2536,954,0.0,0
6368,5209,0.0,0
1841,5415,0.0,0
6294,1587,0.0,0
2980,5088,0.0,0
2133,258,0.0,0
1243,2156,0.0,0
5912,810,0.0,0
5554,631,0.0,0
4925,894,0.0,0
2580,3471,0.0,0
305,1578,0.0,0
5243,5770,4.0,0
4558,5665,1.0,0
1921,5057,0.0,0
486,877,0.0,0
2771,2586,5.0,0
627,5934,0.0,0
2720,2133,0.0,0
384,1250,0.0,0
4031,4723,0.0,0
448,1812,0.0,0
5000,3247,0.0,0
4290,4093,0.0,0
1099,734,0.0,0
217,2952,0.0,0
6312,5509,0.0,0
258,5907,0.0,0
3813,5538,0.0,0
4957,1241,0.0,0
7814,4446,0.0,0
3031,5041,5.0,1
8,2384,0.0,0
6134,2697,0.0,0
3749,1227,0.0,0
2302,1153,0.0,0
3428,1292,0.0,0
5824,3166,0.0,0
264,3397,0.0,0
4222,2583,5.0,0
5285,2270,0.0,0
945,3762,0.0,0
3104,1822,0.0,0
3132,691,0.0,0
2823,1206,5.0,0
7956,5477,0.0,0
6192,1634,0.0,0
4442,4358,0.0,0
6263,5676,0.0,0
5031,5534,0.0,0
6057,721,0.0,0
1265,2545,0.0,0
5548,1162,0.0,0
3575,2799,0.0,0
6519,3653,5.0,0
6044,2471,0.0,0
6191,635,0.0,0
7660,70,5.0,0
2906,1864,0.0,0
943,4532,4.0,1
2476,1941,0.0,0
5918,4393,0.0,0
6846,2295,0.0,0
2794,1131,0.0,0
1831,5256,0.0,0
5723,3340,0.0,0
4621,5679,3.0,1
1193,1220,0.0,0
629,3900,0.0,0
7565,55,5.0,0
5193,2463,0.0,0
4657,1373,5.0,1
7956,2686,4.0,0
7622,1296,0.0,0
3403,4321,0.0,0
4716,765,0.0,0
476,3636,0.0,0
4348,1319,0.0,0
4327,70,0.0,0
7572,4242,0.0,0
4058,981,0.0,0
2911,4744,0.0,0
655,5803,0.0,0
2137,74,0.0,0
2080,1044,0.0,0
6159,4281,0.0,0
412,5307,5.0,1
3211,2223,0.0,0
5966,2598,0.0,0
669,1736,0.0,0
3797,2782,0.0,0
735,2822,0.0,0
5058,4417,0.0,0
6945,3822,0.0,0
6928,5751,5.0,0
7618,3292,0.0,0
7692,1112,0.0,0
5234,5095,0.0,0
3903,1416,0.0,0
5208,69,0.0,0
6453,3177,0.0,0
1765,2296,0.0,0
7538,4861,0.0,0
3996,3112,0.0,0
2017,5772,0.0,0
6826,5591,0.0,0
7122,5080,0.0,0
741,4551,0.0,0
4914,1065,5.0,0
7761,1006,5.0,1
7608,1120,0.0,0
3555,1685,0.0,0
7052,4323,2.0,1
3776,881,0.0,0
948,3733,0.0,0
7462,5005,0.0,0
7142,2939,0.0,0
5229,5574,0.0,0
2896,1559,0.0,0
2977,3218,0.0,0
1538,5152,0.0,0
3395,731,0.0,0
4121,5073,0.0,0
6484,5117,5.0,0
3639,4341,0.0,0
7773,5804,0.0,0
6127,520,0.0,0
621,1162,0.0,0
536,5121,0.0,0
659,1228,0.0,0
3638,3525,0.0,0
571,3047,0.0,0
5823,3825,0.0,0
443,3981,0.0,0
2961,2773,0.0,0
5186,3585,0.0,0
307,367,0.0,0
4438,575,0.0,0
7368,3490,0.0,0
342,1227,0.0,0
1185,4053,2.0,0
2615,2335,0.0,0
1334,1065,0.0,0
5428,5419,0.0,0
3110,295,0.0,0
986,3627,1.0,1
915,4126,1.0,0
3372,186,5.0,1
5214,3404,0.0,0
264,3530,0.0,0
7671,2460,0.0,0
6694,4341,0.0,0
3836,1474,0.0,0
7686,1039,5.0,1
5032,765,5.0,0
6903,5642,1.0,0
166,4113,0.0,0
5831,491,0.0,0
1276,3442,0.0,0
4487,1116,5.0,1
5661,2738,0.0,0
2249,3164,0.0,0
1191,142,0.0,0
3560,2192,5.0,0
5774,5709,0.0,0
2053,3698,0.0,0
2862,1335,0.0,0
4546,5668,0.0,0
109,4689,0.0,0
7102,3383,0.0,0
6946,2085,0.0,0
519,4516,0.0,0
1598,4018,5.0,0
2185,1115,0.0,0
5268,5915,4.0,1
6562,4651,4.0,1
1615,2508,0.0,0
4974,4100,0.0,0
2141,4480,0.0,0
3568,2677,0.0,0
2088,2059,0.0,0
5817,2908,0.0,0
2557,1526,0.0,0
3875,4204,5.0,1
1024,4512,0.0,0
3463,4611,0.0,0
1546,127,0.0,0
5254,3090,0.0,0
3173,4149,0.0,0
6363,1367,0.0,0
2227,1216,0.0,0
3035,3208,0.0,0
1431,1853,0.0,0
7289,4208,0.0,0
1879,877,0.0,0
3613,2167,0.0,0
1646,2437,0.0,0
165,4125,0.0,0
5443,3016,0.0,0
5912,595,0.0,0
870,1863,0.0,0
2236,1312,0.0,0
3012,5346,0.0,0
6217,2709,0.0,0
140,5919,0.0,0
3381,1116,0.0,0
2725,5333,0.0,0
5149,4836,0.0,0
3734,5053,0.0,0
7118,263,5.0,1
1156,302,0.0,0
6289,1085,0.0,0
3922,1871,0.0,0
3823,5536,0.0,0
591,5873,0.0,0
2218,5154,5.0,1
1882,4651,0.0,0
445,5244,0.0,0
6287,4326,0.0,0
1484,5261,0.0,0
7213,2700,0.0,0
1158,1602,0.0,0
5445,1272,0.0,0
891,1364,0.0,0
2915,4130,5.0,1
4155,3728,0.0,0
2082,4271,0.0,0
6315,1915,0.0,0
1455,1170,0.0,0
645,5815,0.0,0
3607,3976,0.0,0
519,56,0.0,0
562,5621,0.0,0
3434,2203,5.0,0
7369,4529,0.0,0
5970,52,5.0,0
1366,2417,0.0,0
3367,5334,0.0,0
42,2172,0.0,0
163,2440,0.0,0
6491,4076,0.0,0
6123,4414,5.0,1
7964,549,4.0,0
3187,5310,0.0,0
1403,1078,0.0,0
3589,4802,0.0,0
3734,4165,0.0,0
7293,2569,0.0,0
1678,3384,0.0,0
540,1904,0.0,0
6801,2149,0.0,0
7921,789,5.0,0
5349,5767,0.0,0
5085,5693,0.0,0
4776,1204,0.0,0
4480,593,0.0,0
6319,3050,0.0,0
1276,1892,5.0,1
6703,5907,0.0,0
2658,4753,0.0,0
7340,2564,0.0,0
5187,1079,0.0,0
7309,928,0.0,0
2250,5441,0.0,0
1547,3917,0.0,0
6555,4832,0.0,0
1641,333,0.0,0
807,1649,1.0,0
6392,2946,0.0,0
4713,4360,0.0,0
6584,2075,0.0,0
1204,2586,0.0,0
5665,4414,5.0,1
3707,2083,0.0,0
7692,5036,0.0,0
7187,3623,0.0,0
6240,4844,0.0,0
3410,5664,0.0,0
4020,622,0.0,0
4322,518,0.0,0
2967,3260,0.0,0
5522,4048,0.0,0
4110,5132,2.0,0
5547,4161,0.0,0
5733,1438,0.0,0
2550,627,0.0,0
1562,3090,5.0,1
4091,554,0.0,0
1088,3316,1.0,0
7533,3597,4.0,1
1165,3653,0.0,0
2921,4985,0.0,0
5308,2674,0.0,0
1929,1559,0.0,0
3307,4380,0.0,0
236,1517,5.0,0
2220,2719,0.0,0
1501,3188,4.0,0
4551,817,0.0,0
4440,5547,5.0,0
1288,5926,0.0,0
5808,3016,0.0,0
3738,1363,1.0,0
7764,3387,0.0,0
2039,276,0.0,0
6742,910,0.0,0
7550,2616,5.0,1
7080,3715,4.0,1
5325,3047,0.0,0
4252,1905,0.0,0
724,3843,0.0,0
6685,775,5.0,1
4052,5810,0.0,0
3245,3836,0.0,0
1450,4261,1.0,0
6142,1621,0.0,0
6554,5676,0.0,0
2101,696,0.0,0
6305,3173,0.0,0
7805,4501,0.0,0
7724,5479,0.0,0
5412,1869,5.0,0
5884,2556,0.0,0
6171,5501,5.0,0
6145,453,0.0,0
2219,3005,0.0,0
3513,2426,0.0,0
6176,3205,0.0,0
3518,5761,0.0,0
5310,4067,0.0,0
2546,4719,0.0,0
1158,3899,0.0,0
4171,875,0.0,0
7746,2327,0.0,0
381,2277,5.0,1
886,1729,0.0,0
3076,4063,0.0,0
1905,4661,0.0,0
5394,3852,5.0,1
1796,2788,0.0,0
6955,4133,0.0,0
5492,4097,0.0,0
3422,3480,0.0,0
1322,1814,0.0,0
2748,523,0.0,0
7471,5399,0.0,0
2152,1382,0.0,0
2201,1020,0.0,0
7725,3081,0.0,0
547,4510,0.0,0
978,4000,0.0,0
7340,677,4.0,0
4101,2863,5.0,1
6097,4404,0.0,0
5638,737,0.0,0
7377,1087,0.0,0
7889,2596,3.0,1
4910,3165,5.0,0
36,508,0.0,0
2341,1753,5.0,1
7537,5544,0.0,0
6752,1127,0.0,0
5390,170,0.0,0
1333,3765,4.0,1
1480,1313,0.0,0
1331,2502,0.0,0
1804,5255,2.0,1
5758,1507,0.0,0
6841,4721,0.0,0
7153,389,4.0,0
5548,4627,5.0,1
6847,2042,0.0,0
1756,185,0.0,0
321,4803,0.0,0
3186,2896,0.0,0
795,879,0.0,0
7191,1706,0.0,0
7134,1065,0.0,0
4125,5276,5.0,1
1684,2030,0.0,0
3806,4360,0.0,0
2189,542,0.0,0
2737,4828,0.0,0
1746,1466,0.0,0
6860,1596,0.0,0
5145,4261,1.0,0
5855,3852,5.0,0
6743,2878,0.0,0
2078,10,0.0,0
2994,984,4.0,1
2911,437,5.0,0
1650,4610,0.0,0
6802,2455,4.0,0
2867,2599,0.0,0
4877,5280,5.0,1
84,5394,0.0,0
3259,5934,0.0,0
2449,3042,0.0,0
766,5622,0.0,0
6487,5115,0.0,0
2017,2485,0.0,0
5426,1848,0.0,0
1966,5723,5.0,1
1629,2699,0.0,0
2567,4306,0.0,0
469,4896,4.0,1
7749,2599,0.0,0
1185,2970,0.0,0
5268,1208,0.0,0
727,3716,5.0,1
1778,1081,0.0,0
4022,2257,0.0,0
5486,1150,0.0,0
1142,5297,0.0,0
2278,4408,0.0,0
6030,5146,0.0,0
1989,412,5.0,1
5890,3213,0.0,0
1814,0,0.0,0
7319,2831,0.0,0
4175,4970,5.0,1
1332,3887,0.0,0
6300,702,0.0,0
1379,3008,0.0,0
220,2243,0.0,0
3165,2425,5.0,1
823,1898,0.0,0
5063,2934,0.0,0
2712,2808,0.0,0
7642,1083,0.0,0
955,828,0.0,0
7038,516,5.0,0
207,5189,1.0,0
7184,609,0.0,0
599,3452,0.0,0
626,989,1.0,0
1778,3139,0.0,0
5924,800,0.0,0
6620,3132,0.0,0
2250,1678,0.0,0
2568,2508,1.0,0
6569,746,0.0,0
7007,3503,0.0,0
5538,2766,0.0,0
4570,3898,0.0,0
6245,4142,0.0,0
3685,4498,0.0,0
1131,3584,0.0,0
2803,4920,0.0,0
5167,4685,0.0,0
6712,2583,0.0,0
4718,2459,0.0,0
7767,4335,3.0,0
2659,3408,5.0,1
7483,964,0.0,0
5425,2689,5.0,0
5862,1411,5.0,0
717,2530,0.0,0
6539,4808,0.0,0
3234,1348,0.0,0
6480,4845,0.0,0
3786,5318,0.0,0
2753,3146,0.0,0
5086,4340,5.0,1
1659,5796,0.0,0
2219,4432,0.0,0
4985,31,0.0,0
5760,1954,0.0,0
4557,279,0.0,0
4065,3066,5.0,1
7441,77,0.0,0
278,1667,0.0,0
6627,2545,0.0,0
5093,4976,5.0,0
6042,5768,0.0,0
5191,5270,0.0,0
859,4536,5.0,0
5121,4533,0.0,0
6088,5195,0.0,0
4707,3393,5.0,1
7842,2735,0.0,0
6479,1626,0.0,0
1515,5788,0.0,0
7540,2479,0.0,0
293,4157,0.0,0
1238,1095,0.0,0
208,4969,5.0,1
2584,259,0.0,0
4249,3819,0.0,0
2702,5424,0.0,0
702,5465,0.0,0
4703,4141,0.0,0
725,2875,5.0,1
6101,4492,0.0,0
283,2573,5.0,1
2158,5718,0.0,0
6936,4688,3.0,0
6457,4213,0.0,0
5547,2481,4.0,0
4006,1004,0.0,0
2913,3031,0.0,0
5513,3971,0.0,0
6632,2128,0.0,0
5206,4235,0.0,0
4285,1176,0.0,0
5885,5619,0.0,0
1495,4626,0.0,0
7589,4599,0.0,0
4938,4971,2.0,0
171,4022,0.0,0
6008,1686,0.0,0
4033,2228,3.0,1
309,83,0.0,0
1904,4676,0.0,0
1479,4591,0.0,0
630,3524,0.0,0
1628,626,0.0,0
7252,743,3.0,0
6635,1049,0.0,0
5878,702,5.0,0
3900,2681,5.0,0
5491,2667,0.0,0
1279,5945,4.0,1
3062,2062,0.0,0
385,575,0.0,0
4369,2723,0.0,0
877,542,0.0,0
3566,4525,0.0,0
348,5881,0.0,0
2224,4206,0.0,0
2101,1138,0.0,0
5620,5421,5.0,1
5708,5632,5.0,0
863,5606,5.0,0
4432,2185,5.0,0
2293,5567,0.0,0
7464,136,0.0,0
863,875,0.0,0
6547,1543,0.0,0
7779,1836,0.0,0
2257,4505,0.0,0
2771,600,0.0,0
7580,3865,0.0,0
6288,3718,0.0,0
2350,3342,4.0,0
2169,2256,0.0,0
7804,2093,5.0,1
387,2734,0.0,0
5995,4104,0.0,0
2563,3335,0.0,0
988,3448,3.0,1
6212,2458,0.0,0
2568,4272,0.0,0
1231,569,0.0,0
3511,832,0.0,0
3844,1932,0.0,0
3115,1042,3.0,0
7694,1704,0.0,0
6287,4445,0.0,0
70,3398,0.0,0
4624,4537,0.0,0
4656,413,0.0,0
2032,673,0.0,0
1066,4400,0.0,0
695,1706,0.0,0
5712,4993,0.0,0
6044,2181,0.0,0
6623,1768,2.0,0
51,4850,0.0,0
7680,5561,1.0,1
3510,5288,5.0,0
2026,4430,0.0,0
1430,3658,0.0,0
4236,2851,0.0,0
349,4602,0.0,0
5473,4138,0.0,0
4587,1758,0.0,0
5544,5909,0.0,0
4938,1246,0.0,0
2153,3834,1.0,1
2283,2805,0.0,0
5320,450,0.0,0
4617,3662,0.0,0
1841,5522,0.0,0
6435,3192,5.0,0
6444,1582,0.0,0
3254,641,0.0,0
5961,4819,0.0,0
364,1816,0.0,0
2542,5940,0.0,0
6556,5582,0.0,0
2315,3472,0.0,0
3297,5549,5.0,0
2307,3751,0.0,0
3545,2244,0.0,0
7580,5317,5.0,0
4449,4187,0.0,0
3078,625,0.0,0
1186,321,0.0,0
5180,3155,1.0,0
7091,1029,0.0,0
5999,4786,0.0,0
5418,3543,1.0,0
6297,5407,0.0,0
3495,1336,5.0,1
1133,1049,0.0,0
3203,3615,0.0,0
500,509,0.0,0
954,864,0.0,0
3816,4830,0.0,0
5034,4680,4.0,0
5435,2904,4.0,0
3814,4970,0.0,0
7624,379,5.0,1
4338,5043,0.0,0
6619,1790,3.0,1
2700,1161,0.0,0
4086,3271,0.0,0
3616,4687,0.0,0
662,5583,0.0,0
1239,1820,5.0,1
1729,1692,0.0,0
6810,4265,0.0,0
6303,5376,0.0,0
745,1618,0.0,0
5190,2090,5.0,0
6478,4318,5.0,0
216,3074,0.0,0
604,3383,0.0,0
2702,1879,0.0,0
231,4245,5.0,0
7036,2582,0.0,0
3706,2408,0.0,0
6804,3900,5.0,1
6685,5878,0.0,0
4967,3614,0.0,0
4208,33,5.0,1
5726,3988,0.0,0
6595,5813,1.0,0
5690,62,1.0,0
1966,4531,0.0,0
3454,1338,0.0,0
2735,3587,0.0,0
4197,2180,0.0,0
7720,5240,0.0,0
3923,379,5.0,1
6133,2989,0.0,0
4445,1388,5.0,0
5401,910,0.0,0
3318,3963,0.0,0
5395,1793,0.0,0
1421,1692,1.0,0
4714,4457,0.0,0
2603,2454,5.0,0
2245,4427,0.0,0
7161,614,0.0,0
1702,5084,0.0,0
167,1649,0.0,0
3041,1319,0.0,0
6073,593,0.0,0
7327,5280,0.0,0
1776,1,0.0,0
2029,4742,0.0,0
6857,348,5.0,0
7142,779,0.0,0
1910,2459,0.0,0
4396,5327,0.0,0
1659,5681,0.0,0
7846,3808,0.0,0
878,1651,5.0,0
2594,2078,0.0,0
7734,5594,0.0,0
5973,3372,0.0,0
7261,5135,0.0,0
1656,2861,0.0,0
1791,757,3.0,1
6084,5615,0.0,0
6760,2509,0.0,0
3950,5596,0.0,0
6303,5324,0.0,0
916,3441,0.0,0
5176,1478,0.0,0
6675,5242,0.0,0
5551,3348,0.0,0
3968,1170,4.0,1
6284,3765,0.0,0
6630,93,0.0,0
5131,4035,0.0,0
6913,1975,0.0,0
7750,4832,0.0,0
3855,3460,0.0,0
6818,2458,0.0,0
2847,5765,0.0,0
679,2309,0.0,0
6546,3949,0.0,0
324,2619,0.0,0
2444,842,0.0,0
7572,2334,0.0,0
7351,156,5.0,0
7067,2667,0.0,0
5657,2506,0.0,0
6369,4797,0.0,0
2799,2346,0.0,0
7118,2271,0.0,0
1087,2851,0.0,0
5238,208,0.0,0
6910,3399,0.0,0
7516,3144,0.0,0
1783,4484,0.0,0
7416,350,5.0,0
405,4326,0.0,0
683,3246,1.0,1
6103,4137,0.0,0
2921,3002,0.0,0
719,138,0.0,0
4487,5942,0.0,0
6277,4090,0.0,0
809,4867,0.0,0
4037,107,0.0,0
4077,2094,0.0,0
7475,2390,0.0,0
6721,2860,0.0,0
2583,2325,0.0,0
5448,2789,0.0,0
1858,2161,0.0,0
3974,1626,5.0,1
1621,4555,0.0,0
6512,1135,0.0,0
5701,5167,0.0,0
6770,1345,0.0,0
5706,1167,3.0,1
7570,4012,0.0,0
3754,4241,0.0,0
3734,4515,0.0,0
3042,3686,1.0,0
3504,3275,0.0,0
530,2390,0.0,0
6873,1906,0.0,0
6108,501,5.0,0
2463,94,0.0,0
7313,4456,0.0,0
2376,5154,0.0,0
6090,2303,0.0,0
1838,659,5.0,1
4080,711,0.0,0
5726,255,0.0,0
4229,4767,0.0,0
2391,348,0.0,0
4007,5578,0.0,0
7731,2872,4.0,1
6127,1370,0.0,0
1946,3678,0.0,0
7028,2645,0.0,0
861,2628,3.0,0
5785,968,0.0,0
7596,3062,0.0,0
4972,4277,0.0,0
6808,2230,0.0,0
1645,1747,0.0,0
7106,4172,0.0,0
4606,856,0.0,0
